Drift Threshold (pct. of mean depth),drift_area,not_drift_area,drift_volume,not_drift_volume,mean_drift_depth,mean_not_drift_depth,Drift Threshold (pct. of mean depth),Drift Area pct.,Not Drift Area pct.,Drift Volume pct.,Not Drift Volume pct.,Drift Volume-Area Difference (pct.),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean_Depth [m],SD Depth [m],CV,Total Area,Total Volume
80.0,62751556.0,30477147.0,35555096.0,7682038.0,0.566601037979126,0.25878435373306274,80.0,67.30926633185061,32.69073366814939,82.23267433580556,17.767200771706058,14.923408003954947,0.7295436021066735,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
85.00000000000001,58982081.0,34246622.0,34122340.0,9114801.0,0.5785204768180847,0.27245309948921204,85.00000000000001,63.26601046890033,36.73398953109967,78.91896207496195,21.080929222316676,15.65295160606162,0.7705399228336063,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
90.00000000000001,53000369.0,40228334.0,31699054.0,11538154.0,0.598091185092926,0.2925771176815033,90.00000000000001,56.84984054749748,43.15015945250252,73.31432839711964,26.68571785935755,16.46448784962216,0.5665389666422946,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
95.00000000000001,48877858.0,44350845.0,29926160.0,13310954.0,0.6122641563415527,0.30558592081069946,95.00000000000001,52.4279073151967,47.57209268480331,69.21393685454291,30.78589199649154,16.78602953934621,0.22688644225821974,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
100.00000000000003,44725670.0,48503033.0,28057650.0,15179513.0,0.6273276805877686,0.31815552711486816,100.00000000000003,47.974141611730886,52.02585838826912,64.89240234586948,35.10753983353404,16.9182607341386,-0.013735991071893494,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
105.00000000000003,38532620.0,54696083.0,25116414.0,18120764.0,0.6518220901489258,0.3361671268939972,105.00000000000003,41.33128399308526,58.668716006914735,58.08984155028768,41.91013532147373,16.758557557202423,-0.2464409449732443,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
110.00000000000003,34550920.0,58677783.0,23125742.0,20111408.0,0.6693235039710999,0.3474329113960266,110.00000000000003,37.06038900916598,62.93961099083402,53.48576785335809,46.514144259335275,16.42537884419211,-0.41474561466514004,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
115.00000000000003,30727056.0,62501647.0,21137736.0,22099534.0,0.6879193186759949,0.35812151432037354,115.00000000000003,32.95879381696429,67.04120618303571,48.88786014483643,51.11232950672,15.929066327872142,-0.7442731850154285,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
120.00000000000004,25427328.0,67801375.0,18250838.0,24986420.0,0.717764675617218,0.3728797435760498,120.00000000000004,27.274141097940618,72.72585890205939,42.21097357210187,57.78918832556826,14.936832474161253,-0.8860840391482405,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
125.00000000000004,22248606.0,70980097.0,16439403.0,26797772.0,0.7388958930969238,0.3817996680736542,125.00000000000004,23.86454523560196,76.13545476439803,38.02144348517762,61.97852644811221,14.156898249575661,-0.8105676314629822,2016,CLPX,135.00000000000006,0.4637755,0.21835996,0.4708312,93228703.0,43237188.0
